종목코드,종목명,시장구분,업종명,종가,대비,등락률,시가총액
"095570","AJ네트웍스","KOSPI","일반서비스","5380","-20","-0.37","243459843420"
"006840","AK홀딩스","KOSPI","기타금융","8580","50","0.59","113664073380"
"027410","BGF","KOSPI","기타금융","4255","40","0.95","407274945705"
"282330","BGF리테일","KOSPI","유통","139400","1500","1.09","2409376496400"
"138930","BNK금융지주","KOSPI","기타금융","22050","600","2.80","6842711077650"
"001460","BYC","KOSPI","섬유·의류","55300","-1700","-2.98","345412095000"
"001465","BYC우","KOSPI","섬유·의류","27100","-450","-1.63","58369335000"
"001040","CJ","KOSPI","기타금융","228000","-4000","-1.72","6652355544000"
"079160","CJ CGV","KOSPI","오락·문화","5960","-130","-2.13","986869262360"
"00104K","CJ4우(전환)","KOSPI","기타금융","187500","-2200","-1.16","792471000000"
"000120","CJ대한통운","KOSPI","운송·창고","140400","-2400","-1.68","3202853097600"
"011150","CJ씨푸드","KOSPI","음식료·담배","2905","-40","-1.36","104378895565"
"011155","CJ씨푸드1우","KOSPI","음식료·담배","15250","-130","-0.85","3050000000"
"001045","CJ우","KOSPI","기타금융","102000","-2300","-2.21","230542746000"
"097950","CJ제일제당","KOSPI","음식료·담배","222500","-8000","-3.47","3349556385000"
"097955","CJ제일제당 우","KOSPI","음식료·담배","141300","-1600","-1.12","187566282900"
"000480","CR홀딩스","KOSPI","비금속","4900","0","0.00","229763401000"
"000590","CS홀딩스","KOSPI","기타금융","84700","400","0.47","97784625400"
"012030","DB","KOSPI","IT 서비스","1715","-4","-0.23","345013295095"
"005830","DB손해보험","KOSPI","보험","182100","-4600","-2.46","12634826400000"
"016610","DB증권","KOSPI","증권","15360","1600","11.63","651976535040"
"000990","DB하이텍","KOSPI","전기·전자","93000","-1800","-1.90","4045926684000"
"000300","DH오토넥스","KOSPI","운송장비·부품","4200","0","0.00","174035631000"
"001530","DI동일","KOSPI","유통","23300","-250","-1.06","459692224000"
"015590","DKME","KOSPI","기계·장비","515","0","0.00","122045495160"
"000210","DL","KOSPI","화학","49200","2050","4.35","1031029492800"
"000215","DL우","KOSPI","화학","25750","650","2.59","43417461250"
"375500","DL이앤씨","KOSPI","건설","49450","-350","-0.70","1913399657350"
"37550L","DL이앤씨2우(전환)","KOSPI","건설","37000","450","1.23","78142187000"
"37550K","DL이앤씨우","KOSPI","건설","25250","350","1.41","53375596250"
"007340","DN오토모티브","KOSPI","전기·전자","32800","800","2.50","1919156372000"
"004840","DRB동일","KOSPI","화학","5850","10","0.17","116590500000"
"155660","DSR","KOSPI","금속","3965","-65","-1.61","63440000000"
"069730","DSR제강","KOSPI","금속","4230","0","0.00","60912000000"
"017860","DS단석","KOSPI","화학","18830","-330","-1.72","331110711960"
"092780","DYP","KOSPI","운송장비·부품","4995","-425","-7.84","65776457700"
"017940","E1","KOSPI","유통","100800","1800","1.82","691488000000"
"365550","ESR켄달스퀘어리츠","KOSPI","부동산","4445","5","0.11","1093865605000"
"383220","F&F","KOSPI","섬유·의류","70100","-1800","-2.50","2685325957500"
"007700","F&F홀딩스","KOSPI","기타금융","20600","-450","-2.14","805755960200"
"114090","GKL","KOSPI","오락·문화","13300","-190","-1.41","822680411000"
"078930","GS","KOSPI","기타금융","71000","800","1.14","6596991838000"
"006360","GS건설","KOSPI","건설","21950","250","1.15","1878513705500"
"001250","GS글로벌","KOSPI","유통","2585","0","0.00","213349779940"
"007070","GS리테일","KOSPI","유통","22200","-200","-0.89","1856084613000"
"078935","GS우","KOSPI","기타금융","58100","600","1.04","103698390600"
"499790","GS피앤엘","KOSPI","기타금융","64600","3200","5.21","1281072328600"
"012630","HDC","KOSPI","기타금융","22700","1250","5.83","1356137066700"
"039570","HDC랩스","KOSPI","건설","8470","90","1.07","219860880470"
"089470","HDC현대EP","KOSPI","화학","6090","-410","-6.31","194271000000"
"294870","HDC현대산업개발","KOSPI","건설","23400","250","1.08","1542231522000"
"267270","HD건설기계","KOSPI","기계·장비","140900","-4100","-2.83","6759553226200"
"009540","HD한국조선해양","KOSPI","기타금융","397500","500","0.13","28132313610000"
"267250","HD현대","KOSPI","기타금융","256000","-5000","-1.92","20222229760000"
"443060","HD현대마린솔루션","KOSPI","일반서비스","171300","4900","2.94","7679607685500"
"071970","HD현대마린엔진","KOSPI","기계·장비","82700","-1000","-1.19","2805307636500"
"322000","HD현대에너지솔루션","KOSPI","전기·전자","81400","-5500","-6.33","911680000000"
"267260","HD현대일렉트릭","KOSPI","전기·전자","949000","-17000","-1.76","34208731115000"
"329180","HD현대중공업","KOSPI","운송장비·부품","543000","4000","0.74","56993945175000"
"097230","HJ중공업","KOSPI","건설","23950","100","0.42","2162573488800"
"014790","HL D&I","KOSPI","건설","3205","-30","-0.93","121336816205"
"003580","HLB글로벌","KOSPI","유통","2115","-45","-2.08","107153313075"
"204320","HL만도","KOSPI","운송장비·부품","58200","-2500","-4.12","2732904384000"
"060980","HL홀딩스","KOSPI","기타금융","46700","0","0.00","430269375900"
"011200","HMM","KOSPI","운송·창고","21450","100","0.47","20232454456500"
"035000","HS애드","KOSPI","일반서비스","8640","-90","-1.03","140034044160"
"002460","HS화성","KOSPI","건설","13250","110","0.84","134487500000"
"487570","HS효성","KOSPI","기타금융","63500","-400","-0.63","236596364500"
"298050","HS효성첨단소재","KOSPI","화학","257000","-6000","-2.28","1151346636000"
"015360","INVENI","KOSPI","일반서비스","82200","2400","3.01","468540000000"
"175330","JB금융지주","KOSPI","기타금융","34650","600","1.76","6579501424650"
"234080","JW생명과학","KOSPI","제약","13240","-170","-1.27","209649494960"
"001060","JW중외제약","KOSPI","제약","34800","1250","3.73","810350364000"
"001067","JW중외제약2우B","KOSPI","제약","60000","1100","1.87","12598380000"
"001065","JW중외제약우","KOSPI","제약","29500","1150","4.06","10087554500"
"096760","JW홀딩스","KOSPI","기타금융","4150","10","0.24","306788509300"
"008970","KBI동양철관","KOSPI","금속","1794","-23","-1.27","186157831158"
"105560","KB금융","KOSPI","기타금융","167900","-600","-0.36","62601591394500"
"415640","KB발해인프라","KOSPI","기타금융","10000","-70","-0.70","1225455480000"
"432320","KB스타리츠","KOSPI","부동산","3335","-150","-4.30","338216640475"
"002380","KCC","KOSPI","화학","563000","7000","1.26","5003083173000"
"344820","KCC글라스","KOSPI","비금속","29600","400","1.37","472727155200"
"009070","KCTC","KOSPI","운송·창고","7270","0","0.00","218100000000"
"009440","KC그린홀딩스","KOSPI","기타금융","756","0","0.00","17568790596"
"119650","KC코트렐","KOSPI","기계·장비","918","0","0.00","100782913662"
"092220","KEC","KOSPI","전기·전자","686","-52","-7.05","137723514726"
"003620","KG모빌리티","KOSPI","운송장비·부품","4040","-40","-0.98","817594644480"
"016380","KG스틸","KOSPI","금속","5870","-60","-1.01","587052225390"
"001390","KG케미칼","KOSPI","화학","5980","-120","-1.97","402053519400"
"001940","KISCO홀딩스","KOSPI","금속","24600","750","3.14","348738948000"
"025000","KPX케미칼","KOSPI","화학","53600","2300","4.48","234698802400"
"092230","KPX홀딩스","KOSPI","화학","80900","3200","4.12","341773861400"
"000040","KR모터스","KOSPI","운송장비·부품","414","-7","-1.66","35759326176"
"044450","KSS해운","KOSPI","운송·창고","10600","160","1.53","244710328000"
"030200","KT","KOSPI","통신","64500","200","0.31","16255398682500"
"033780","KT&G","KOSPI","음식료·담배","173800","1600","0.93","20504340901000"
"058850","KTcs","KOSPI","IT 서비스","2800","-40","-1.41","119518000000"
"058860","KTis","KOSPI","IT 서비스","2920","-30","-1.02","101621840000"
"093050","LF","KOSPI","섬유·의류","22800","950","4.35","666672000000"
"003550","LG","KOSPI","기타금융","95700","-500","-0.52","14759005684500"
"034220","LG디스플레이","KOSPI","전기·전자","11600","-310","-2.60","5800000000000"
"051900","LG생활건강","KOSPI","화학","276500","500","0.18","4231129913500"
"051905","LG생활건강우","KOSPI","화학","117100","-1000","-0.85","245874518700"
"064400","LG씨엔에스","KOSPI","IT 서비스","71100","-1600","-2.20","6888590902800"
"373220","LG에너지솔루션","KOSPI","전기·전자","395000","-15000","-3.66","92430000000000"
"003555","LG우","KOSPI","기타금융","73400","100","0.14","221022006600"
"032640","LG유플러스","KOSPI","통신","17170","0","0.00","7380152855350"
"011070","LG이노텍","KOSPI","전기·전자","242500","-11000","-4.34","5739273447500"
"066570","LG전자","KOSPI","전기·전자","117200","-4200","-3.46","19090284556400"
"066575","LG전자우","KOSPI","전기·전자","53400","-800","-1.48","917731972800"
"037560","LG헬로비전","KOSPI","오락·문화","2495","0","0.00","193229928175"
"051910","LG화학","KOSPI","화학","324500","-12000","-3.57","22907215303500"
"051915","LG화학우","KOSPI","화학","158800","-4400","-2.70","1220981440000"
"079550","LIG넥스원","KOSPI","금속","460000","4500","0.99","10120000000000"
"006260","LS","KOSPI","기타금융","248000","-2500","-1.00","7861600000000"
"010120","LS ELECTRIC","KOSPI","전기·전자","661000","-10000","-1.49","19830000000000"
"000680","LS네트웍스","KOSPI","유통","3510","5","0.14","276598586160"
"229640","LS에코에너지","KOSPI","기타금융","44200","450","1.03","1353619651800"
"108320","LX세미콘","KOSPI","전기·전자","55300","-800","-1.43","899415790000"
"001120","LX인터내셔널","KOSPI","유통","45600","550","1.22","1767456000000"
"108670","LX하우시스","KOSPI","화학","32000","750","2.40","286965440000"
"108675","LX하우시스우","KOSPI","화학","17120","140","0.82","17673489600"
"383800","LX홀딩스","KOSPI","기타금융","9050","90","1.00","690340244500"
"38380K","LX홀딩스1우","KOSPI","기타금융","8910","-80","-0.89","13055689350"
"023150","MH에탄올","KOSPI","음식료·담배","4490","10","0.22","33129581740"
"035420","NAVER","KOSPI","IT 서비스","252500","-3000","-1.17","39605291095000"
"181710","NHN","KOSPI","IT 서비스","37150","2150","6.14","1216779113850"
"400760","NH올원리츠","KOSPI","부동산","3315","-15","-0.45","182090546625"
"005940","NH투자증권","KOSPI","증권","30900","1750","6.00","11011041002100"
"005945","NH투자증권우","KOSPI","증권","26400","1300","5.18","498193555200"
"338100","NH프라임리츠","KOSPI","부동산","4565","60","1.33","85182900000"
"034310","NICE","KOSPI","일반서비스","14760","480","3.36","542535637320"
"030190","NICE평가정보","KOSPI","IT 서비스","17700","160","0.91","1042734027900"
"008260","NI스틸","KOSPI","금속","3650","-25","-0.68","104390427050"
"004250","NPC","KOSPI","화학","3910","5","0.13","143575200000"
"004255","NPC우","KOSPI","화학","2410","5","0.21","12724800000"
"456040","OCI","KOSPI","화학","86500","-200","-0.23","774390817500"
"010060","OCI홀딩스","KOSPI","기타금융","150600","-5000","-3.21","2811736939200"
"178920","PI첨단소재","KOSPI","화학","20100","-150","-0.74","590263072200"
"001340","PKC","KOSPI","화학","6700","-60","-0.89","300953326900"
"005490","POSCO홀딩스","KOSPI","금속","375500","-7500","-1.96","30390323476000"
"010950","S-Oil","KOSPI","화학","106200","-1800","-1.67","11956292510400"
"010955","S-Oil우","KOSPI","화학","56300","-900","-1.57","226434490100"
"034120","SBS","KOSPI","오락·문화","18790","-220","-1.16","348577762020"
"003080","SB성보","KOSPI","화학","2735","15","0.55","54754700000"
"005090","SGC에너지","KOSPI","전기·가스","39650","4700","13.45","571330053450"
"001380","SG글로벌","KOSPI","운송장비·부품","1680","-12","-0.71","75539760240"
"004060","SG세계물산","KOSPI","유통","456","19","4.35","92305781760"
"001770","SHD","KOSPI","금속","17720","70","0.40","21527638160"
"002360","SH에너지화학","KOSPI","화학","418","35","9.14","46453899140"
"009160","SIMPAC","KOSPI","금속","5240","-70","-1.32","342543872320"
"033530","SJG세종","KOSPI","운송장비·부품","10290","-340","-3.20","286277688690"
"123700","SJM","KOSPI","운송장비·부품","3735","-50","-1.32","58284294030"
"025530","SJM홀딩스","KOSPI","유통","3690","-10","-0.27","55106489520"
"034730","SK","KOSPI","기타금융","349500","7000","2.04","25339694698500"
"011790","SKC","KOSPI","화학","108200","-1500","-1.37","4097349843600"
"018670","SK가스","KOSPI","유통","231000","2500","1.09","2135651364000"
"001740","SK네트웍스","KOSPI","유통","5420","250","4.84","1199326228840"
"006120","SK디스커버리","KOSPI","기타금융","57500","700","1.23","1055001662500"
"006125","SK디스커버리우","KOSPI","기타금융","39700","350","0.89","52104463500"
"210980","SK디앤디","KOSPI","부동산","12700","30","0.24","236440751400"
"395400","SK리츠","KOSPI","부동산","5610","-50","-0.88","1688708848200"
"302440","SK바이오사이언스","KOSPI","제약","49250","-1450","-2.86","3862909024250"
"326030","SK바이오팜","KOSPI","일반서비스","109200","-4200","-3.70","8551806900000"
"402340","SK스퀘어","KOSPI","기타금융","558000","-12000","-2.11","73704610170000"
"361610","SK아이이테크놀로지","KOSPI","전기·전자","25950","-1400","-5.12","2122375245000"
"100090","SK오션플랜트","KOSPI","금속","17930","10","0.06","1120232852970"
"03473K","SK우","KOSPI","기타금융","253500","9000","3.68","143515222500"
"096770","SK이노베이션","KOSPI","화학","113800","-2500","-2.15","19238207274400"
"096775","SK이노베이션우","KOSPI","화학","71200","-100","-0.14","88887931200"
"475150","SK이터닉스","KOSPI","건설","28650","5500","23.76","967053303300"
"001510","SK증권","KOSPI","증권","1215","280","29.95","574197057765"
"001515","SK증권우","KOSPI","증권","3470","800","29.96","13576423580"
"285130","SK케미칼","KOSPI","화학","63000","-1000","-1.56","1089822258000"
"28513K","SK케미칼우","KOSPI","화학","28900","-50","-0.17","61135898100"
"017670","SK텔레콤","KOSPI","통신","86500","8500","10.90","18579339584500"
"000660","SK하이닉스","KOSPI","전기·전자","880000","-8000","-0.90","640642081200000"
"003570","SNT다이내믹스","KOSPI","운송장비·부품","55000","5800","11.79","1828898335000"
"064960","SNT모티브","KOSPI","운송장비·부품","34950","200","0.58","927582506400"
"100840","SNT에너지","KOSPI","기계·장비","47400","1950","4.29","980269114200"
"036530","SNT홀딩스","KOSPI","기타금융","64800","3100","5.02","1056491812800"
"005610","SPC삼립","KOSPI","음식료·담배","51500","-500","-0.96","444393963500"
"011810","STX","KOSPI","유통","3530","0","0.00","109493282310"
"465770","STX그린로지스","KOSPI","운송·창고","5830","-260","-4.27","41807116560"
"077970","STX엔진","KOSPI","기계·장비","32750","-300","-0.91","1314849063250"
"002820","SUN&L","KOSPI","종이·목재","2430","-35","-1.42","30637413270"
"084870","TBH글로벌","KOSPI","섬유·의류","1209","-16","-1.31","25215894171"
"002710","TCC스틸","KOSPI","금속","15810","-410","-2.53","414438549570"
"069260","TKG휴켐스","KOSPI","화학","19880","360","1.84","812666329440"
"007980","TP","KOSPI","섬유·의류","1965","-6","-0.30","100559130450"
"002900","TYM","KOSPI","기계·장비","8400","460","5.79","347760000000"
"024070","WISCOM","KOSPI","화학","1883","21","1.13","28859682754"
"037270","YG PLUS","KOSPI","IT 서비스","7360","-260","-3.41","468560489600"
"139130","iM금융지주","KOSPI","기타금융","20800","550","2.72","3340991326400"
"000500","가온전선","KOSPI","전기·전자","89400","400","0.45","1478954481000"
"000860","강남제비스코","KOSPI","화학","18300","40","0.22","237900000000"
"035250","강원랜드","KOSPI","오락·문화","18860","-140","-0.74","4034917830000"
"011420","갤럭시아에스엠","KOSPI","오락·문화","1946","14","0.72","53611607224"
"002100","경농","KOSPI","화학","9790","40","0.41","191126009250"
"009450","경동나비엔","KOSPI","전기·전자","67600","-1400","-2.03","984836819200"
"267290","경동도시가스","KOSPI","전기·가스","23150","250","1.09","136478648900"
"012320","경동인베스트","KOSPI","기타금융","73000","1600","2.24","172646679000"
"000050","경방","KOSPI","유통","10370","-150","-1.43","284296349900"
"214390","경보제약","KOSPI","제약","5940","-220","-3.57","142006748400"
"012610","경인양행","KOSPI","화학","4800","-75","-1.54","199758552000"
"009140","경인전자","KOSPI","전기·전자","20600","0","0.00","32358418200"
"013580","계룡건설","KOSPI","건설","26500","200","0.76","236669035500"
"012200","계양전기","KOSPI","기계·장비","7460","-210","-2.74","203082304340"
"012205","계양전기우","KOSPI","기계·장비","6870","-20","-0.29","8031572730"
"002140","고려산업","KOSPI","음식료·담배","2500","-15","-0.60","62348562500"
"010130","고려아연","KOSPI","금속","1670000","-62000","-3.58","34857858230000"
"002240","고려제강","KOSPI","금속","23550","200","0.86","635850000000"
"009290","광동제약","KOSPI","제약","6160","40","0.65","306766817280"
"017040","광명전기","KOSPI","전기·전자","1439","-26","-1.77","62362827985"
"017900","광전자","KOSPI","전기·전자","1950","-10","-0.51","112990337850"
"037710","광주신세계","KOSPI","유통","37700","0","0.00","299986063000"
"030610","교보증권","KOSPI","증권","14000","1270","9.98","1595481454000"
"339770","교촌에프앤비","KOSPI","유통","4665","5","0.11","233087098200"
"007690","국도화학","KOSPI","화학","39100","-450","-1.14","362098531200"
"002720","국제약품","KOSPI","제약","4490","-85","-1.86","95007645680"
"083420","그린케미칼","KOSPI","화학","6250","-20","-0.32","150000000000"
"014530","극동유화","KOSPI","화학","3575","-20","-0.56","124658176500"
"014280","금강공업","KOSPI","금속","6070","-170","-2.72","178029196990"
"014285","금강공업우","KOSPI","금속","8080","-20","-0.25","4766190000"
"008870","금비","KOSPI","비금속","49500","-500","-1.00","49500000000"
"001570","금양","KOSPI","화학","9900","0","0.00","633275240400"
"002990","금호건설","KOSPI","건설","5070","40","0.80","187573573200"
"002995","금호건설우","KOSPI","건설","15600","-400","-2.50","4559349600"
"011780","금호석유화학","KOSPI","화학","144200","-2800","-1.90","3753777196400"
"011785","금호석유화학우","KOSPI","화학","68500","-1500","-2.14","207108791000"
"214330","금호에이치티","KOSPI","운송장비·부품","527","-29","-5.22","114910510770"
"001210","금호전기","KOSPI","전기·전자","842","-33","-3.77","51828465474"
"073240","금호타이어","KOSPI","화학","7010","-90","-1.27","2013694611870"
"092440","기신정기","KOSPI","기계·장비","2370","5","0.21","69204000000"
"000270","기아","KOSPI","운송장비·부품","164100","-2200","-1.32","64066772971800"
"024110","기업은행","KOSPI","은행","26150","0","0.00","20852686474350"
"013700","까뮤이앤씨","KOSPI","건설","1386","-95","-6.41","82814650380"
"004540","깨끗한나라","KOSPI","종이·목재","1900","-14","-0.73","70757316700"
"004545","깨끗한나라우","KOSPI","종이·목재","10910","-120","-1.09","3994805600"
"001260","남광토건","KOSPI","건설","9070","270","3.07","89181428040"
"008350","남선알미늄","KOSPI","금속","1248","-33","-2.58","161090704320"
"008355","남선알미우","KOSPI","금속","14200","-330","-2.27","4372038000"
"004270","남성","KOSPI","유통","793","-16","-1.98","28716242880"
"003920","남양유업","KOSPI","음식료·담배","52500","1500","2.94","315000000000"
"003925","남양유업우","KOSPI","음식료·담배","35700","1150","3.33","71400000000"
"025860","남해화학","KOSPI","화학","7270","-90","-1.22","361165188610"
"005720","넥센","KOSPI","화학","7220","80","1.12","386587513940"
"005725","넥센우","KOSPI","화학","5000","150","3.09","18003000000"
"002350","넥센타이어","KOSPI","화학","9110","-140","-1.51","889754359470"
"002355","넥센타이어1우B","KOSPI","화학","4365","70","1.63","28372500000"
"092790","넥스틸","KOSPI","금속","11400","220","1.97","296422800000"
"251270","넷마블","KOSPI","IT 서비스","57200","200","0.35","4916540314400"
"090350","노루페인트","KOSPI","화학","8830","80","0.91","176600000000"
"090355","노루페인트우","KOSPI","화학","12990","-70","-0.54","6016006740"
"000320","노루홀딩스","KOSPI","기타금융","25050","750","3.09","332943332550"
"000325","노루홀딩스우","KOSPI","기타금융","32950","550","1.70","8025269050"
"006280","녹십자","KOSPI","제약","174300","-6000","-3.33","2036963573400"
"005250","녹십자홀딩스","KOSPI","일반서비스","15810","-120","-0.75","743516000100"
"005257","녹십자홀딩스2우","KOSPI","일반서비스","24600","-100","-0.40","20811354000"
"004370","농심","KOSPI","음식료·담배","450500","-2000","-0.44","2740230221000"
"072710","농심홀딩스","KOSPI","기타금융","97000","-300","-0.31","449865630000"
"058730","다스코","KOSPI","금속","3790","-90","-2.32","71589086390"
"030210","다올투자증권","KOSPI","증권","4440","295","7.12","270445310640"
"023590","다우기술","KOSPI","IT 서비스","55800","2900","5.48","2503557228600"
"145210","다이나믹디자인","KOSPI","기계·장비","406","-14","-3.33","17148087208"
"483650","달바글로벌","KOSPI","화학","173700","1300","0.75","2152605910500"
"019680","대교","KOSPI","일반서비스","1735","-49","-2.75","146959444750"
"019685","대교우B","KOSPI","일반서비스","1156","-4","-0.34","22457600440"
"006370","대구백화점","KOSPI","유통","5240","-130","-2.42","56705241640"
"008060","대덕","KOSPI","기타금융","11120","120","1.09","376858468000"
"00806K","대덕1우","KOSPI","기타금융","9230","30","0.33","11190055110"
"353200","대덕전자","KOSPI","전기·전자","57500","-1900","-3.20","2841473187500"
"35320K","대덕전자1우","KOSPI","전기·전자","16360","-40","-0.24","34282690840"
"000490","대동","KOSPI","기계·장비","11710","-90","-0.76","337562589150"
"008110","대동전자","KOSPI","전기·전자","15040","0","0.00","157776322880"
"005750","대림바스","KOSPI","비금속","5810","-200","-3.33","96865714400"
"006570","대림통상","KOSPI","금속","2085","-35","-1.65","31744125000"
"001680","대상","KOSPI","음식료·담배","23350","300","1.30","809031383750"
"001685","대상우","KOSPI","음식료·담배","17580","0","0.00","24088520340"
"084690","대상홀딩스","KOSPI","기타금융","10410","-40","-0.38","376972520580"
"084695","대상홀딩스우","KOSPI","기타금융","14370","-70","-0.48","13126736340"
"128820","대성산업","KOSPI","유통","8390","-230","-2.67","379525660420"
"117580","대성에너지","KOSPI","전기·가스","8130","30","0.37","223575000000"
"016710","대성홀딩스","KOSPI","일반서비스","9050","20","0.22","145609603950"
"0030R0","대신밸류리츠","KOSPI","기타금융","4540","-15","-0.33","271401200000"
"003540","대신증권","KOSPI","증권","41400","5300","14.68","2102018760000"
"003547","대신증권2우B","KOSPI","증권","26050","1900","7.87","260500000000"
"003545","대신증권우","KOSPI","증권","27150","2050","8.17","705900000000"
"009190","대양금속","KOSPI","금속","1314","-1","-0.08","56755109250"
"014160","대영포장","KOSPI","종이·목재","1079","-2","-0.19","116957718371"
"047040","대우건설","KOSPI","건설","7300","-400","-5.19","3034045257400"
"003090","대웅","KOSPI","제약","26950","1350","5.27","1566926361000"
"069620","대웅제약","KOSPI","제약","169500","-3900","-2.25","1963924462500"
"000430","대원강업","KOSPI","운송장비·부품","4120","-140","-3.29","255440000000"
"006340","대원전선","KOSPI","전기·전자","3770","10","0.27","290571509670"
"006345","대원전선우","KOSPI","전기·전자","3495","-30","-0.85","9161094000"
"003220","대원제약","KOSPI","제약","11720","-50","-0.42","262851272760"
"024890","대원화성","KOSPI","화학","778","-19","-2.38","32091840256"
"002880","대유에이텍","KOSPI","운송장비·부품","1020","-19","-1.83","47709474900"
"012800","대창","KOSPI","금속","1419","-29","-2.00","129328368081"
"015230","대창단조","KOSPI","운송장비·부품","6880","-160","-2.27","196576942400"
"001070","대한방직","KOSPI","섬유·의류","7150","0","0.00","37895000000"
"006650","대한유화","KOSPI","화학","164200","-4300","-2.55","1067300000000"
"001440","대한전선","KOSPI","전기·전자","31550","-300","-0.94","5882412315000"
"084010","대한제강","KOSPI","금속","13650","320","2.40","469172285400"
"001790","대한제당","KOSPI","음식료·담배","2820","-5","-0.18","252944355600"
"001795","대한제당우","KOSPI","음식료·담배","2435","-30","-1.22","15785520600"
"001130","대한제분","KOSPI","음식료·담배","152400","2300","1.53","257556000000"
"439260","대한조선","KOSPI","운송장비·부품","75500","300","0.40","2908736556000"
"003490","대한항공","KOSPI","운송·창고","24800","0","0.00","9131872392800"
"003495","대한항공우","KOSPI","운송·창고","23800","-100","-0.42","26436897200"
"005880","대한해운","KOSPI","운송·창고","2165","-45","-2.04","698747991100"
"003830","대한화섬","KOSPI","화학","128200","-3900","-2.95","170249600000"
"016090","대현","KOSPI","섬유·의류","1711","-19","-1.10","75767032410"
"069460","대호에이엘","KOSPI","금속","696","-18","-2.52","60602078592"
"475560","더본코리아","KOSPI","유통","24000","-150","-0.62","355871280000"
"192080","더블유게임즈","KOSPI","IT 서비스","53700","-1600","-2.89","1137015231600"
"012510","더존비즈온","KOSPI","IT 서비스","88700","2200","2.54","2694952940800"
"004830","덕성","KOSPI","화학","5090","-90","-1.74","79811200000"
"004835","덕성우","KOSPI","화학","7160","-230","-3.11","9966720000"
"145720","덴티움","KOSPI","의료·정밀기기","49400","-500","-1.00","546800202000"
"002150","도화엔지니어링","KOSPI","일반서비스","6680","-10","-0.15","225249600000"
"460850","동국씨엠","KOSPI","금속","5650","60","1.07","168927406400"
"460860","동국제강","KOSPI","금속","8580","-30","-0.35","425636785860"
"001230","동국홀딩스","KOSPI","기타금융","8280","-20","-0.24","263307999240"
"023450","동남합성","KOSPI","화학","31200","-100","-0.32","109200000000"
"004140","동방","KOSPI","운송·창고","2625","-35","-1.32","125925885750"
"007590","동방아그로","KOSPI","화학","5880","-10","-0.17","80071352760"
"005960","동부건설","KOSPI","건설","8000","450","5.96","183573304000"
"005965","동부건설우","KOSPI","건설","20400","-150","-0.73","4604932800"
"026960","동서","KOSPI","유통","28750","100","0.35","2866375000000"
"002210","동성제약","KOSPI","제약","973","0","0.00","25900780311"
"102260","동성케미컬","KOSPI","화학","4510","10","0.22","226297327410"
"000640","동아쏘시오홀딩스","KOSPI","기타금융","110700","-100","-0.09","723583243800"
"170900","동아에스티","KOSPI","제약","52700","-1000","-1.86","492884707700"
"028100","동아지질","KOSPI","건설","18330","-50","-0.27","245429571660"
"001520","동양","KOSPI","비금속","948","-1","-0.11","226272491724"
"001527","동양2우B","KOSPI","비금속","8970","-30","-0.33","2767863930"
"084670","동양고속","KOSPI","운송·창고","55100","-200","-0.36","159545851900"
"082640","동양생명","KOSPI","보험","7320","-10","-0.14","1181144842200"
"001525","동양우","KOSPI","비금속","4770","0","0.00","2946576870"
"018500","동원금속","KOSPI","운송장비·부품","1605","-35","-2.13","75041667465"
"006040","동원산업","KOSPI","기타금융","44300","450","1.03","1955755779800"
"030720","동원수산","KOSPI","농업, 임업 및 어업","6040","0","0.00","28108982200"
"014820","동원시스템즈","KOSPI","화학","27900","-850","-2.96","808856767800"
"014825","동원시스템즈우","KOSPI","화학","17370","-70","-0.40","4587608070"
"111380","동인기연","KOSPI","섬유·의류","16650","-50","-0.30","102031200000"
"163560","동일고무벨트","KOSPI","화학","7210","-220","-2.96","100219000000"
"004890","동일산업","KOSPI","금속","39800","-300","-0.75","96523557000"
"002690","동일제강","KOSPI","금속","1650","22","1.35","33495594000"
"000020","동화약품","KOSPI","제약","6190","10","0.16","172895799300"
"000150","두산","KOSPI","기타금융","942000","-31000","-3.19","15254592570000"
"000157","두산2우B","KOSPI","기타금융","439500","-4000","-0.90","392490201000"
"454910","두산로보틱스","KOSPI","기계·장비","100100","-2400","-2.34","6488479998000"
"241560","두산밥캣","KOSPI","기계·장비","64700","-2300","-3.43","6201887405500"
"034020","두산에너빌리티","KOSPI","기계·장비","96700","1200","1.26","61942262818200"
"000155","두산우","KOSPI","기타금융","512000","14000","2.81","2046188544000"
"336260","두산퓨얼셀","KOSPI","전기·전자","35400","-1500","-4.07","2318477900400"
"33626K","두산퓨얼셀1우","KOSPI","전기·전자","7290","-210","-2.80","97425018000"
"33626L","두산퓨얼셀2우B","KOSPI","전기·전자","10100","-70","-0.69","30161630000"
"016740","두올","KOSPI","운송장비·부품","4225","-945","-18.28","121147751400"
"192650","드림텍","KOSPI","전기·전자","8180","-490","-5.65","563994852680"
"024090","디씨엠","KOSPI","금속","11900","-90","-0.75","135660000000"
"003160","디아이","KOSPI","의료·정밀기기","35950","300","0.84","1017385000000"
"092200","디아이씨","KOSPI","운송장비·부품","10430","-70","-0.67","405607774670"
"377190","디앤디플랫폼리츠","KOSPI","부동산","3300","5","0.15","291720000000"
"013570","디와이","KOSPI","기타금융","5390","-60","-1.10","141862821870"
"024900","디와이덕양","KOSPI","운송장비·부품","2110","-35","-1.63","68712107800"
"210540","디와이파워","KOSPI","기계·장비","15290","-580","-3.65","168827715320"
